stand_number,phase,area_sqm,cost_per_sqm,total_cost
1804,L3,500.0,15.0,7500
1805,L3,500.0,15.0,7500
1806,L3,500.0,15.0,7500
1807,L3,500.0,15.0,7500
1808,L3,500.0,15.0,7500
1809,L3,544.0,15.0,8160
1810,L3,500.0,15.0,7500
1811,L3,500.0,15.0,7500
1812,L3,500.0,15.0,7500
1813,L3,500.0,15.0,7500
1814,L3,500.0,15.0,7500
1815,L3,500.0,15.0,7500
1816,L3,500.0,15.0,7500
1817,L3,500.0,15.0,7500
1818,L3,500.0,15.0,7500
1819,L3,500.0,15.0,7500
1820,L3,500.0,15.0,7500
1821,L3,500.0,15.0,7500
1822,L3,500.0,15.0,7500
1823,L3,500.0,15.0,7500
1824,L3,408.0,15.0,6120
1825,L3,741.0,15.0,11115
1826,L3,600.0,15.0,9000
1827,L3,600.0,15.0,9000
1828,L3,600.0,15.0,9000
1829,L3,600.0,15.0,9000
1830,L3,600.0,15.0,9000
1831,L3,600.0,15.0,9000
1832,L3,600.0,15.0,9000
1833,L3,600.0,15.0,9000
1834,L3,600.0,15.0,9000
1835,L3,600.0,15.0,9000
1836,L3,600.0,15.0,9000
1837,L3,600.0,15.0,9000
1838,L3,600.0,15.0,9000
1839,L3,600.0,15.0,9000
1840,L3,600.0,15.0,9000
1841,L3,1046.0,15.0,15690
1842,L3,936.0,15.0,14040
1843,L3,600.0,15.0,9000
1844,L3,600.0,15.0,9000
1845,L3,600.0,15.0,9000
1846,L3,600.0,15.0,9000
1847,L3,600.0,15.0,9000
1848,L3,600.0,15.0,9000
1849,L3,600.0,15.0,9000
1850,L3,600.0,15.0,9000
1851,L3,600.0,15.0,9000
1852,L3,600.0,15.0,9000
1853,L3,600.0,15.0,9000
1854,L3,600.0,15.0,9000
1855,L3,600.0,15.0,9000
1856,L3,600.0,15.0,9000
1857,L3,600.0,15.0,9000
1858,L3,738.0,15.0,11070
1859,L3,960.0,15.0,14400
1860,L3,600.0,15.0,9000
1861,L3,600.0,15.0,9000
1862,L3,600.0,15.0,9000
1863,L3,600.0,15.0,9000
1864,L3,600.0,15.0,9000
1865,L3,600.0,15.0,9000
1866,L3,600.0,15.0,9000
1867,L3,600.0,15.0,9000
1868,L3,898.0,15.0,13470
1869,L3,900.0,15.0,13500
1870,L3,600.0,15.0,9000
1871,L3,600.0,15.0,9000
1872,L3,600.0,15.0,9000
1873,L3,600.0,15.0,9000
1874,L3,600.0,15.0,9000
1875,L3,600.0,15.0,9000
1876,L3,600.0,15.0,9000
1877,L3,600.0,15.0,9000
1878,L3,953.0,15.0,14295
1879,L3,638.0,15.0,9570
1880,L3,600.0,15.0,9000
1881,L3,600.0,15.0,9000
1882,L3,600.0,15.0,9000
1883,L3,732.0,15.0,10980
1884,L3,714.0,15.0,10710
1885,L3,600.0,15.0,9000
1886,L3,600.0,15.0,9000
1887,L3,600.0,15.0,9000
1888,L3,1117.0,15.0,16755
1889,L3,696.0,15.0,10440
1890,L3,677.0,15.0,10155
1891,L3,801.0,15.0,12015
1892,L3,752.0,15.0,11280
1893,L3,477.0,15.0,7155
1894,L3,500.0,15.0,7500
1895,L3,500.0,15.0,7500
1896,L3,500.0,15.0,7500
1897,L3,500.0,15.0,7500
1898,L3,500.0,15.0,7500
1899,L3,543.0,15.0,8145
1900,L3,477.0,15.0,7155
1901,L3,701.0,15.0,10515
1902,L3,602.0,15.0,9030
1903,L3,600.0,15.0,9000
1904,L3,600.0,15.0,9000
1905,L3,600.0,15.0,9000
1906,L3,600.0,15.0,9000
1907,L3,600.0,15.0,9000
1908,L3,600.0,15.0,9000
1909,L3,600.0,15.0,9000
1910,L3,600.0,15.0,9000
1911,L3,600.0,15.0,9000
1912,L3,600.0,15.0,9000
1913,L3,600.0,15.0,9000
1914,L3,882.0,15.0,13230
1915,L3,882.0,15.0,13230
1916,L3,600.0,15.0,9000
1917,L3,600.0,15.0,9000
1918,L3,600.0,15.0,9000
1919,L3,600.0,15.0,9000
1920,L3,600.0,15.0,9000
1921,L3,600.0,15.0,9000
1922,L3,600.0,15.0,9000
1923,L3,600.0,15.0,9000
1924,L3,600.0,15.0,9000
1925,L3,600.0,15.0,9000
1926,L3,600.0,15.0,9000
1927,L3,647.0,15.0,9705
1928,L3,498.0,15.0,7470
1929,L3,600.0,15.0,9000
1930,L3,600.0,15.0,9000
1931,L3,600.0,15.0,9000
1932,L3,600.0,15.0,9000
1933,L3,659.0,15.0,9885
1934,L3,600.0,15.0,9000
1935,L3,600.0,15.0,9000
1936,L3,577.0,15.0,8655
1937,L3,600.0,15.0,9000
1938,L3,600.0,15.0,9000
1939,L3,600.0,15.0,9000
1940,L3,600.0,15.0,9000
1941,L3,942.0,15.0,14130
1942,L3,942.0,15.0,14130
1943,L3,600.0,15.0,9000
1944,L3,1050.0,15.0,15750
1945,L3,750.0,15.0,11250
1946,L3,802.0,15.0,12030
1947,L3,600.0,15.0,9000
1948,L3,600.0,15.0,9000
1949,L3,600.0,15.0,9000
1950,L3,600.0,15.0,9000
1951,L3,659.0,15.0,9885
1952,L3,703.0,15.0,10545
1953,L3,600.0,15.0,9000
1954,L3,600.0,15.0,9000
1955,L3,600.0,15.0,9000
1956,L3,659.0,15.0,9885
1957,L3,703.0,15.0,10545
1958,L3,600.0,15.0,9000
1959,L3,600.0,15.0,9000
1960,L3,600.0,15.0,9000
1961,L3,600.0,15.0,9000
1962,L3,600.0,15.0,9000
1963,L3,600.0,15.0,9000
1964,L3,600.0,15.0,9000
1965,L3,600.0,15.0,9000
1966,L3,577.0,15.0,8655
1967,L3,667.0,15.0,10005
1968,L3,600.0,15.0,9000
1969,L3,600.0,15.0,9000
1970,L3,600.0,15.0,9000
1971,L3,577.0,15.0,8655
1972,L3,577.0,15.0,8655
1973,L3,600.0,15.0,9000
1974,L3,653.0,15.0,9795
1975,L3,720.0,15.0,10800
1976,L3,719.0,15.0,10785
1977,L3,719.0,15.0,10785
1978,L3,649.0,15.0,9735
1979,L3,583.0,15.0,8745
1980,L3,600.0,15.0,9000
1981,L3,578.0,15.0,8670
1982,L3,577.0,15.0,8655
1983,L3,600.0,15.0,9000
1984,L3,582.0,15.0,8730
1985,L3,649.0,15.0,9735
1986,L3,779.0,15.0,11685
1987,L3,661.0,15.0,9915
1988,L3,651.0,15.0,9765
1989,L3,584.0,15.0,8760
1990,L3,600.0,15.0,9000
1991,L3,5741.0,15.0,86115
1992,L3,763.0,15.0,11445
1993,L3,600.0,15.0,9000
1994,L3,600.0,15.0,9000
1995,L3,600.0,15.0,9000
1996,L3,600.0,15.0,9000
1997,L3,600.0,15.0,9000
1998,L3,600.0,15.0,9000
1999,L3,600.0,15.0,9000
2000,L3,600.0,15.0,9000
2001,L3,600.0,15.0,9000
2002,L3,600.0,15.0,9000
2003,L3,600.0,15.0,9000
2004,L3,571.0,15.0,8565
2005,L3,600.0,15.0,9000
2006,L3,600.0,15.0,9000
2007,L3,600.0,15.0,9000
2008,L3,600.0,15.0,9000
2009,L3,577.0,15.0,8655
2010,L3,582.0,15.0,8730
2011,L3,600.0,15.0,9000
2012,L3,1049.0,15.0,15735
2013,L3,750.0,15.0,11250
2014,L3,600.0,15.0,9000
2015,L3,600.0,15.0,9000
2016,L3,600.0,15.0,9000
2017,L3,600.0,15.0,9000
2018,L3,600.0,15.0,9000
2019,L3,600.0,15.0,9000
2020,L3,600.0,15.0,9000
2021,L3,600.0,15.0,9000
2022,L3,600.0,15.0,9000
2023,L3,759.0,15.0,11385
2024,L3,432.0,15.0,6480
2025,L3,460.0,15.0,6900
2026,L3,460.0,15.0,6900
2027,L3,460.0,15.0,6900
2028,L3,460.0,15.0,6900
2029,L3,460.0,15.0,6900
2030,L3,332.0,15.0,4980
2031,L3,304.0,15.0,4560
2032,L3,460.0,15.0,6900
2033,L3,460.0,15.0,6900
2034,L3,400.0,15.0,6000
2035,L3,460.0,15.0,6900
2036,L3,460.0,15.0,6900
2037,L3,395.0,15.0,5925
2038,L3,877.0,15.0,13155
2039,L3,600.0,15.0,9000
2040,L3,600.0,15.0,9000
2041,L3,600.0,15.0,9000
2042,L3,600.0,15.0,9000
2043,L3,600.0,15.0,9000
2044,L3,600.0,15.0,9000
2045,L3,600.0,15.0,9000
2046,L3,600.0,15.0,9000
2047,L3,600.0,15.0,9000
2048,L3,630.0,15.0,9450
2049,L3,1049.0,15.0,15735
2050,L3,600.0,15.0,9000
2051,L3,581.0,15.0,8715
2052,L3,2053.0,15.0,30795
2053,L3,2053.0,15.0,30795
2054,L3,2053.0,15.0,30795
2055,L3,2053.0,15.0,30795
2056,L3,2053.0,15.0,30795
2057,L3,2058.0,15.0,30870
2058,L3,1080.0,15.0,16200
2059,L3,600.0,15.0,9000
2060,L3,600.0,15.0,9000
2061,L3,600.0,15.0,9000
2062,L3,600.0,15.0,9000
2063,L3,600.0,15.0,9000
2064,L3,600.0,15.0,9000
2065,L3,600.0,15.0,9000
2066,L3,600.0,15.0,9000
2067,L3,600.0,15.0,9000
2068,L3,877.0,15.0,13155
2069,L3,577.0,15.0,8655
2070,L3,679.0,15.0,10185
2071,L3,600.0,15.0,9000
2072,L3,600.0,15.0,9000
2073,L3,937.0,15.0,14055
2074,L3,600.0,15.0,9000
2075,L3,874.0,15.0,13110
2076,L3,918.0,15.0,13770
2077,L3,600.0,15.0,9000
2078,L3,600.0,15.0,9000
2079,L3,590.0,15.0,8850
2080,L3,600.0,15.0,9000
2081,L3,715.0,15.0,10725
2082,L3,693.0,15.0,10395
2083,L3,582.0,15.0,8730
2084,L3,582.0,15.0,8730
2085,L3,600.0,15.0,9000
2086,L3,575.0,15.0,8625
2087,L3,600.0,15.0,9000
2088,L3,600.0,15.0,9000
2089,L3,605.0,15.0,9075
2090,L3,531.0,15.0,7965
2091,L3,600.0,15.0,9000
2092,L3,905.0,15.0,13575
2093,L3,900.0,15.0,13500
2094,L3,819.0,15.0,12285
2095,L3,821.0,15.0,12315
2096,L3,823.0,15.0,12345
2097,L3,807.0,15.0,12105
2098,L3,582.0,15.0,8730
2099,L3,600.0,15.0,9000
2100,L3,600.0,15.0,9000
2101,L3,779.0,15.0,11685
2102,L3,674.0,15.0,10110
2103,L3,600.0,15.0,9000
2104,L3,600.0,15.0,9000
2105,L3,600.0,15.0,9000
2106,L3,803.0,15.0,12045
2107,L3,600.0,15.0,9000
2108,L3,582.0,15.0,8730
2109,L3,582.0,15.0,8730
2110,L3,600.0,15.0,9000
2111,L3,526.0,15.0,7890
2112,L3,600.0,15.0,9000
2113,L3,600.0,15.0,9000
2114,L3,600.0,15.0,9000
2115,L3,758.0,15.0,11370
2116,L3,1013.0,15.0,15195
2117,L3,600.0,15.0,9000
2118,L3,600.0,15.0,9000
2119,L3,736.0,15.0,11040
2120,L3,620.0,15.0,9300
2121,L3,600.0,15.0,9000
2122,L3,578.0,15.0,8670
2123,L3,586.0,15.0,8790
2124,L3,600.0,15.0,9000
2125,L3,600.0,15.0,9000
2126,L3,478.0,15.0,7170
2127,L3,600.0,15.0,9000
2128,L3,600.0,15.0,9000
2129,L3,600.0,15.0,9000
2130,L3,600.0,15.0,9000
2131,L3,569.0,15.0,8535
2132,L3,600.0,15.0,9000
2133,L3,600.0,15.0,9000
2134,L3,600.0,15.0,9000
2135,L3,600.0,15.0,9000
2136,L3,670.0,15.0,10050
2137,L3,640.0,15.0,9600
2138,L3,600.0,15.0,9000
2139,L3,600.0,15.0,9000
2140,L3,600.0,15.0,9000
2141,L3,819.0,15.0,12285
2142,L3,600.0,15.0,9000
2143,L3,600.0,15.0,9000
2144,L3,600.0,15.0,9000
2145,L3,600.0,15.0,9000
2146,L3,600.0,15.0,9000
2147,L3,707.0,15.0,10605
2148,L3,600.0,15.0,9000
2149,L3,600.0,15.0,9000
2150,L3,583.0,15.0,8745
2151,L2,577.0,15.0,8655
2152,L2,600.0,15.0,9000
2153,L2,600.0,15.0,9000
2154,L2,600.0,15.0,9000
2155,L2,600.0,15.0,9000
2156,L2,1005.0,15.0,15075
2157,L2,725.0,15.0,10875
2158,L2,600.0,15.0,9000
2159,L2,600.0,15.0,9000
2160,L2,600.0,15.0,9000
2161,L2,600.0,15.0,9000
2162,L2,600.0,15.0,9000
2163,L2,600.0,15.0,9000
2164,L2,600.0,15.0,9000
2165,L2,600.0,15.0,9000
2166,L2,600.0,15.0,9000
2167,L2,577.0,15.0,8655
2168,L2,1029.0,15.0,15435
2169,L2,975.0,15.0,14625
2170,L2,700.0,15.0,10500
2171,L2,600.0,15.0,9000
2172,L2,600.0,15.0,9000
2173,L2,600.0,15.0,9000
2174,L2,600.0,15.0,9000
2175,L2,622.0,15.0,9330
2176,L2,600.0,15.0,9000
2177,L2,600.0,15.0,9000
2178,L2,600.0,15.0,9000
2179,L2,600.0,15.0,9000
2180,L2,600.0,15.0,9000
2181,L2,577.0,15.0,8655
2182,L2,600.0,15.0,9000
2183,L2,600.0,15.0,9000
2184,L2,727.0,15.0,10905
2185,L2,700.0,15.0,10500
2186,L2,805.0,15.0,12075
2187,L2,1148.0,15.0,17220
2188,L2,947.0,15.0,14205
2189,L2,712.0,15.0,10680
2190,L2,658.0,15.0,9870
2191,L2,600.0,15.0,9000
2192,L2,600.0,15.0,9000
2193,L2,600.0,15.0,9000
2194,L2,600.0,15.0,9000
2195,L2,600.0,15.0,9000
2196,L2,600.0,15.0,9000
2197,L2,600.0,15.0,9000
2198,L2,600.0,15.0,9000
2199,L2,600.0,15.0,9000
2200,L2,600.0,15.0,9000
2201,L2,947.0,15.0,14205
2202,L2,600.0,15.0,9000
2203,L2,600.0,15.0,9000
2204,L2,600.0,15.0,9000
2205,L2,600.0,15.0,9000
2206,L2,600.0,15.0,9000
2207,L2,600.0,15.0,9000
2208,L2,811.0,15.0,12165
2209,L2,600.0,15.0,9000
2210,L2,600.0,15.0,9000
2211,L2,600.0,15.0,9000
2212,L2,600.0,15.0,9000
2213,L2,600.0,15.0,9000
2214,L2,600.0,15.0,9000
2215,L2,559.0,15.0,8385
2216,L3,724.0,15.0,10860
2217,L3,600.0,15.0,9000
2218,L3,600.0,15.0,9000
2219,L3,600.0,15.0,9000
2220,L3,600.0,15.0,9000
2221,L3,600.0,15.0,9000
2222,L3,600.0,15.0,9000
2223,L3,600.0,15.0,9000
2224,L3,600.0,15.0,9000
2225,L3,600.0,15.0,9000
2226,L3,572.0,15.0,8580
2227,L3,580.0,15.0,8700
2228,L3,600.0,15.0,9000
2229,L3,600.0,15.0,9000
2230,L3,600.0,15.0,9000
2231,L3,600.0,15.0,9000
2232,L3,600.0,15.0,9000
2233,L3,600.0,15.0,9000
2234,L3,600.0,15.0,9000
2235,L3,600.0,15.0,9000
2236,L3,600.0,15.0,9000
2237,L3,720.0,15.0,10800
2238,L2,571.0,15.0,8565
2239,L2,600.0,15.0,9000
2240,L2,600.0,15.0,9000
2241,L2,600.0,15.0,9000
2242,L2,720.0,15.0,10800
2243,L2,600.0,15.0,9000
2244,L2,600.0,15.0,9000
2245,L2,600.0,15.0,9000
2246,L2,600.0,15.0,9000
2247,L2,600.0,15.0,9000
2248,L2,1092.0,15.0,16380
2249,L2,711.0,15.0,10665
2250,L2,609.0,15.0,9135
2251,L2,600.0,15.0,9000
2252,L2,600.0,15.0,9000
2253,L2,600.0,15.0,9000
2254,L2,918.0,15.0,13770
2255,L2,600.0,15.0,9000
2256,L2,600.0,15.0,9000
2257,L2,600.0,15.0,9000
2258,L2,571.0,15.0,8565
2259,L2,562.0,15.0,8430
2260,L2,600.0,15.0,9000
2261,L2,600.0,15.0,9000
2262,L2,646.0,15.0,9690
2263,L2,494.0,15.0,7410
2264,L2,600.0,15.0,9000
2265,L2,600.0,15.0,9000
2266,L2,600.0,15.0,9000
2267,L2,600.0,15.0,9000
2268,L2,600.0,15.0,9000
2269,L2,600.0,15.0,9000
2270,L2,600.0,15.0,9000
2271,L2,600.0,15.0,9000
2272,L2,600.0,15.0,9000
2273,L2,600.0,15.0,9000
2274,L2,450.0,15.0,6750
2275,L2,600.0,15.0,9000
2276,L2,600.0,15.0,9000
2277,L2,600.0,15.0,9000
2278,L2,600.0,15.0,9000
2279,L2,600.0,15.0,9000
2280,L2,600.0,15.0,9000
2281,L2,684.0,15.0,10260
2282,L2,600.0,15.0,9000
2283,L2,600.0,15.0,9000
2284,L2,600.0,15.0,9000
2285,L2,600.0,15.0,9000
2286,L2,719.0,15.0,10785
2287,L2,701.0,15.0,10515
2288,L2,818.0,15.0,12270
2289,L2,836.0,15.0,12540
2290,L2,600.0,15.0,9000
2291,L2,888.0,15.0,13320
2292,L2,600.0,15.0,9000
2293,L2,600.0,15.0,9000
2294,L2,888.0,15.0,13320
2295,L2,1070.0,15.0,16050
2296,L2,600.0,15.0,9000
2297,L2,600.0,15.0,9000
2298,L2,600.0,15.0,9000
2299,L2,600.0,15.0,9000
2300,L2,600.0,15.0,9000
2301,L2,603.0,15.0,9045
2302,L2,1050.0,15.0,15750
2303,L2,720.0,15.0,10800
2304,L2,2304.0,15.0,34560
2305,L2,2304.0,15.0,34560
2306,L2,2304.0,15.0,34560
2307,L2,2304.0,15.0,34560
2308,L2,577.0,15.0,8655
2309,L2,1324.0,15.0,19860
2310,L2,635.0,15.0,9525
2311,L2,600.0,15.0,9000
2312,L2,600.0,15.0,9000
2313,L2,559.0,15.0,8385
2314,L2,919.0,15.0,13785
2315,L2,600.0,15.0,9000
2316,L2,600.0,15.0,9000
2317,L2,600.0,15.0,9000
2318,L2,600.0,15.0,9000
2319,L2,600.0,15.0,9000
2320,L2,674.0,15.0,10110
2321,L2,961.0,15.0,14415
2322,L2,600.0,15.0,9000
2323,L2,509.0,15.0,7635
2324,L2,638.0,15.0,9570
2325,L2,700.0,15.0,10500
2326,L2,767.0,15.0,11505
2327,L2,841.0,15.0,12615
2328,L2,824.0,15.0,12360
2329,L2,600.0,15.0,9000
2330,L2,600.0,15.0,9000
2331,L2,487.0,15.0,7305
2332,L2,507.0,15.0,7605
2333,L2,600.0,15.0,9000
2334,L2,600.0,15.0,9000
2335,L2,564.0,15.0,8460
2336,L2,642.0,15.0,9630
2337,L2,600.0,15.0,9000
2338,L2,600.0,15.0,9000
2339,L2,756.0,15.0,11340
2340,L2,600.0,15.0,9000
2341,L2,600.0,15.0,9000
2342,L2,600.0,15.0,9000
2343,L2,600.0,15.0,9000
2344,L2,662.0,15.0,9930
2345,L2,563.0,15.0,8445
2346,L2,600.0,15.0,9000
2347,L2,600.0,15.0,9000
2348,L2,820.0,15.0,12300
2349,L2,600.0,15.0,9000
2350,L2,600.0,15.0,9000
2351,L2,600.0,15.0,9000
2352,L2,600.0,15.0,9000
2353,L2,605.0,15.0,9075
2354,L2,600.0,15.0,9000
2355,L2,600.0,15.0,9000
2356,L2,641.0,15.0,9615
2357,L2,1032.0,15.0,15480
2358,L2,600.0,15.0,9000
2359,L2,606.0,15.0,9090
2360,L2,600.0,15.0,9000
2361,L2,600.0,15.0,9000
2362,L2,600.0,15.0,9000
2363,L2,600.0,15.0,9000
2364,L2,983.0,15.0,14745
2365,L2,600.0,15.0,9000
2366,L2,509.0,15.0,7635
2367,L2,567.0,15.0,8505
2368,L2,600.0,15.0,9000
2369,L2,670.0,15.0,10050
2370,L2,600.0,15.0,9000
2371,L2,600.0,15.0,9000
2372,L2,600.0,15.0,9000
2373,L2,600.0,15.0,9000
2374,L2,457.0,15.0,6855
2375,L2,755.0,15.0,11325
2376,L2,1092.0,15.0,16380
2377,L2,600.0,15.0,9000
2378,L2,600.0,15.0,9000
2379,L2,600.0,15.0,9000
2380,L2,600.0,15.0,9000
2381,L2,600.0,15.0,9000
2382,L2,600.0,15.0,9000
2383,L2,600.0,15.0,9000
2384,L2,600.0,15.0,9000
2385,L2,600.0,15.0,9000
2386,L2,600.0,15.0,9000
2387,L2,600.0,15.0,9000
2388,L2,600.0,15.0,9000
2389,L2,600.0,15.0,9000
2390,L2,600.0,15.0,9000
2391,L2,600.0,15.0,9000
2392,L2,600.0,15.0,9000
2393,P,570.0,15.0,8550
2394,P,600.0,15.0,9000
2395,P,600.0,15.0,9000
2396,P,600.0,15.0,9000
2397,P,600.0,15.0,9000
2398,P,600.0,15.0,9000
2399,P,600.0,15.0,9000
2400,P,600.0,15.0,9000
2401,P,600.0,15.0,9000
2402,P,829.0,15.0,12435
2403,P,582.0,15.0,8730
2404,P,532.0,15.0,7980
2405,P,600.0,15.0,9000
2406,P,600.0,15.0,9000
2407,P,600.0,15.0,9000
2408,P,600.0,15.0,9000
2409,P,600.0,15.0,9000
2410,P,600.0,15.0,9000
2411,P,600.0,15.0,9000
2412,P,600.0,15.0,9000
2413,P,594.0,15.0,8910
2414,P,848.0,15.0,12720
2415,P,600.0,15.0,9000
2416,P,600.0,15.0,9000
2417,P,600.0,15.0,9000
2418,P,600.0,15.0,9000
2419,P,600.0,15.0,9000
2420,P,600.0,15.0,9000
2421,P,600.0,15.0,9000
2422,P,835.0,15.0,12525
2423,P,582.0,15.0,8730
2424,P,582.0,15.0,8730
2425,P,1051.0,15.0,15765
2426,P,600.0,15.0,9000
2427,P,600.0,15.0,9000
2428,P,600.0,15.0,9000
2429,P,600.0,15.0,9000
2430,P,600.0,15.0,9000
2431,P,600.0,15.0,9000
2432,P,600.0,15.0,9000
2433,P,872.0,15.0,13080
2434,P,904.0,15.0,13560
2435,P,600.0,15.0,9000
2436,P,600.0,15.0,9000
2437,P,600.0,15.0,9000
2438,P,600.0,15.0,9000
2439,P,600.0,15.0,9000
2440,P,600.0,15.0,9000
2441,P,569.0,15.0,8535
2442,P,612.0,15.0,9180
2443,P,600.0,15.0,9000
2444,P,600.0,15.0,9000
2445,P,600.0,15.0,9000
2446,P,600.0,15.0,9000
2447,P,600.0,15.0,9000
2448,P,600.0,15.0,9000
2449,P,849.0,15.0,12735
2450,P,769.0,15.0,11535
2451,P,600.0,15.0,9000
2452,P,600.0,15.0,9000
2453,P,600.0,15.0,9000
2454,P,600.0,15.0,9000
2455,P,601.0,15.0,9015
2456,P,655.0,15.0,9825
2457,P,583.0,15.0,8745
2458,P,1121.0,15.0,16815
2459,P,1100.0,15.0,16500
2460,P,600.0,15.0,9000
2461,P,600.0,15.0,9000
2462,P,600.0,15.0,9000
2463,P,644.0,15.0,9660
2464,P,567.0,15.0,8505
2465,P,540.0,15.0,8100
2466,P,1074.0,15.0,16110
2467,P,643.0,15.0,9645
2468,P,593.0,15.0,8895
2469,P,657.0,15.0,9855
2470,P,540.0,15.0,8100
2471,P,540.0,15.0,8100
2472,P,576.0,15.0,8640
2473,P,983.0,15.0,14745
2474,P,610.0,15.0,9150
2475,P,687.0,15.0,10305
2476,P,1029.0,15.0,15435
2477,P,600.0,15.0,9000
2478,P,600.0,15.0,9000
2479,P,600.0,15.0,9000
2480,P,600.0,15.0,9000
2481,P,600.0,15.0,9000
2482,P,600.0,15.0,9000
2483,P,600.0,15.0,9000
2484,P,1043.0,15.0,15645
2485,P,946.0,15.0,14190
2486,P,600.0,15.0,9000
2487,P,600.0,15.0,9000
2488,P,600.0,15.0,9000
2489,P,600.0,15.0,9000
2490,P,600.0,15.0,9000
2491,P,600.0,15.0,9000
2492,P,600.0,15.0,9000
2493,P,600.0,15.0,9000
2494,P,648.0,15.0,9720
2495,P,600.0,15.0,9000
2496,P,600.0,15.0,9000
2497,P,600.0,15.0,9000
2498,P,600.0,15.0,9000
2499,P,580.0,15.0,8700
2500,P,1093.0,15.0,16395
2501,P,600.0,15.0,9000
2502,P,600.0,15.0,9000
2503,P,600.0,15.0,9000
2504,P,600.0,15.0,9000
2505,P,600.0,15.0,9000
2506,P,600.0,15.0,9000
2507,P,600.0,15.0,9000
2508,P,828.0,15.0,12420
2509,P,1058.0,15.0,15870
2510,P,600.0,15.0,9000
2511,P,600.0,15.0,9000
2512,P,600.0,15.0,9000
2513,P,600.0,15.0,9000
2514,P,600.0,15.0,9000
2515,P,600.0,15.0,9000
2516,P,682.0,15.0,10230
2517,P,545.0,15.0,8175
2518,P,616.0,15.0,9240
2519,P,600.0,15.0,9000
2520,P,600.0,15.0,9000
2521,P,600.0,15.0,9000
2522,P,600.0,15.0,9000
2523,P,600.0,15.0,9000
2524,P,600.0,15.0,9000
2525,P,600.0,15.0,9000
2526,P,600.0,15.0,9000
2527,P,463.0,15.0,6945
2528,P,765.0,15.0,11475
2529,P,600.0,15.0,9000
2530,P,600.0,15.0,9000
2531,P,600.0,15.0,9000
2532,P,600.0,15.0,9000
2533,P,600.0,15.0,9000
2534,P,600.0,15.0,9000
2535,P,600.0,15.0,9000
2536,P,600.0,15.0,9000
2537,P,940.0,15.0,14100
2538,P,880.0,15.0,13200
2539,P,601.0,15.0,9015
2540,P,604.0,15.0,9060
2541,P,581.0,15.0,8715
2542,P,766.0,15.0,11490
2543,P,521.0,15.0,7815
2544,P,600.0,15.0,9000
2545,P,600.0,15.0,9000
2546,P,600.0,15.0,9000
2547,P,600.0,15.0,9000
2548,P,600.0,15.0,9000
2549,P,600.0,15.0,9000
2550,P,600.0,15.0,9000
2551,P,600.0,15.0,9000
2552,P,600.0,15.0,9000
2553,P,521.0,15.0,7815
2554,P,918.0,15.0,13770
2555,P,532.0,15.0,7980
2556,P,600.0,15.0,9000
2557,P,600.0,15.0,9000
2558,P,600.0,15.0,9000
2559,P,600.0,15.0,9000
2560,P,600.0,15.0,9000
2561,P,600.0,15.0,9000
2562,P,600.0,15.0,9000
2563,P,600.0,15.0,9000
2564,P,600.0,15.0,9000
2565,P,600.0,15.0,9000
2566,P,600.0,15.0,9000
2567,P,592.0,15.0,8880
2568,P,1184.0,15.0,17760
2569,L1,1100.0,15.0,16500
2570,L1,1017.0,15.0,15255
2571,L1,920.0,15.0,13800
2572,L1,837.0,15.0,12555
2573,L1,734.0,15.0,11010
2574,L1,936.0,15.0,14040
2575,L1,792.0,15.0,11880
2576,L1,904.0,15.0,13560
2577,L1,844.0,15.0,12660
2578,L1,961.0,15.0,14415
2579,L1,1690.0,15.0,25350
2580,L1,1193.0,15.0,17895
2581,L1,809.0,15.0,12135
2582,L1,800.0,15.0,12000
2583,L1,807.0,15.0,12105
2584,L1,991.0,15.0,14865
2585,L1,1000.0,15.0,15000
2586,L1,800.0,15.0,12000
2587,L1,800.0,15.0,12000
2588,L1,800.0,15.0,12000
2589,L1,800.0,15.0,12000
2590,L1,800.0,15.0,12000
2591,L1,800.0,15.0,12000
2592,L1,1588.0,15.0,23820
2593,L1,1002.0,15.0,15030
2594,L1,800.0,15.0,12000
2595,L1,800.0,15.0,12000
2596,L1,800.0,15.0,12000
2597,L1,800.0,15.0,12000
2598,L1,800.0,15.0,12000
2599,L1,800.0,15.0,12000
2600,L1,800.0,15.0,12000
2601,L1,793.0,15.0,11895
2602,L1,999.0,15.0,14985
2603,L1,836.0,15.0,12540
2604,L1,695.0,15.0,10425
2605,L1,707.0,15.0,10605
2606,L1,600.0,15.0,9000
2607,L1,600.0,15.0,9000
2608,L1,600.0,15.0,9000
2609,L1,600.0,15.0,9000
2610,L1,600.0,15.0,9000
2611,L1,673.0,15.0,10095
2612,L1,600.0,15.0,9000
2613,L1,890.0,15.0,13350
2614,L1,1202.0,15.0,18030
2615,L1,800.0,15.0,12000
2616,L1,800.0,15.0,12000
2617,L1,1040.0,15.0,15600
2618,L1,800.0,15.0,12000
2619,L1,800.0,15.0,12000
2620,L1,800.0,15.0,12000
2621,L1,800.0,15.0,12000
2622,L1,797.0,15.0,11955
2623,L1,965.0,15.0,14475
2624,L1,1516.0,15.0,22740
2625,L1,800.0,15.0,12000
2626,L1,800.0,15.0,12000
2627,L1,800.0,15.0,12000
2628,L1,800.0,15.0,12000
2629,L1,800.0,15.0,12000
2630,L1,1016.0,15.0,15240
2631,L1,800.0,15.0,12000
2632,L1,800.0,15.0,12000
